source,pui,pmid,doi,title,year,journal,authors,pubtype,issn,volume,issue,pages
embase,2039571008,40651102,10.1016/j.ejcb.2025.151505,Vimentin intermediate filaments facilitate transportation of hepatitis C virus components,2025,European Journal of Cell Biology,"Xing, Y.; Cui, S.; Huang, X.; Zhao, W.; Li, H.; Zhao, J.; Chang, W.; Zhao, S.; Zhong, J.; Chen, Y.; Jiu, Y.",Article,16181298,104,3,151505
embase,2040935811,40838750,10.1128/jvi.00962-25,Coatomer protein complex I is required for efficient secretion of dengue virus non-structural protein 1,2025,Journal of Virology,"Johnson, S.M.; Centofanti, S.M.; Bracho, G.; Beard, M.R.; Carr, J.M.; Eyre, N.S.",Article,10985514,99,9,
embase,2043893655,,10.46347/jmsh.v11.i3.25.92,Clinical and Laboratory Profile of Dengue Infection: A Study from a Tertiary Care Hospital in Coastal Karnataka,2025,Journal of medical Sciences and health,"D’souza, T.J.; Prabhu, K.; Bhat, P.N.; Ganesh Nayak, S.",Article,23949481,11,3,
embase,646864390,40097175,10.3343/alm.2024.0558,Sensitivity and Specificity of an All-in-One Cartridge-based Dengue Real-time Reverse Transcription-PCR for Point-of-Care Detection and Serotyping of Dengue Virus in Samples from Indonesian Patients,2025,Annals of laboratory medicine,"Santoso, M.S.; Arguni, E.; Rana, B.; Adiniko, M.E.; Denis, D.; Supriyati, E.; Indriani, C.; Trianty, L.; Ahmad, R.A.; Noviyanti, R.; Sasmono, R.T.",Article,22343814,45,5,
embase,2035582762,40751696,10.1002/jmv.70541,Prospective Evaluation of the FUJIFILM SILVAMP Dengue NS1 Ag for Early Dengue Detection: A Multicenter Study in Thailand,2025,Journal of Medical Virology,"Limothai, U.; Tachaboon, S.; Dinhuzen, J.; Wanpaisitkul, M.; Chulapornsiri, C.; Tiawilai, A.; Tiawilai, T.; Sukmark, T.; Dokpong, C.; Tantawichien, T.; Thisyakorn, U.; Srisawat, N.",Article,10969071,97,8,e70541
embase,2035824242,40838976,10.1002/jmv.70569,Dominance of DENV-1 and Flavivirus Serological Cross-Reactivity During the 2016 Dengue Outbreak in Vietnam,2025,Journal of Medical Virology,"Anh, D.D.; Loc, D.H.; Tong, H.V.; Dieu, D.T.H.; Hang, N.T.; Lanh, N.H.; Nhung, N.T.H.; Kremsner, P.G.; Song, L.H.; Toan, N.L.; Velavan, T.P.",Article,10969071,97,8,e70569
embase,2040188180,,10.53555/7nhf5c62,"A COMPARATIVE STUDY OF DENGUE RAPID IMMUNO CHROMATOGRAPHIC CARD TEST WITH DENGUE ELISA AT TERTIARY CARE CENTRE, SOUTHERN RAJASTHAN.",2025,Journal of Population Therapeutics and Clinical Pharmacology,"Soni, R.; Bhatnagar, R.",Article,25618741,32,7,
embase,2039913493,,10.1101/2025.07.23.25332048,Diagnostic Performance and Regulatory Readiness of Dengue Rapid Diagnostic Tests Commercially Available in the United States,2025,medRxiv,"Desale, H.; Jones, F.K.; Vila-Hereter, F.; Carrion, J.; Beltran, M.; Colon-Sanchez, C.; Diaz, C.; Leon, G.C.-D.; Avilés, C.R.; Burgos-Garay, M.; DeByle, C.; Rodríguez Stewart, R.M.; Rivera, A.J.; Rovira-Diaz, E.; Adams, L.; Paz-Bailey, G.; Santiago, G.A.; Medina, F.A.",Preprint,,,,
embase,2039656837,40587809,10.1073/pnas.2502793122,Genetic ancestry shapes dengue virus infection in human skin explants,2025,Proceedings of the National Academy of Sciences of the United States of America,"Castanha, P.M.S.; Martí, M.M.; Duangkhae, P.; Taddonio, J.M.; Cooper, K.L.; Wallace, M.; Kettenburg, G.; Erdos, G.; Chavva, H.; Alex, A.; Rubin, J.P.; Watkins, S.C.; Falo, L.D.; Marques, E.T.A.; Martinson, J.J.; Barratt-Boyes, S.M.",Article,10916490,122,28,e2502793122
embase,2035479307,40710103,10.3390/bios15070453,Sensitivity and Cross-Reactivity Analysis of Serotype-Specific Anti-NS1 Serological Assays for Dengue Virus Using Optical Modulation Biosensing,2025,Biosensors,"Terenteva, S.; Golani-Zaidie, L.; Avivi, S.; Lustig, Y.; Indenbaum, V.; Koren, R.; Hoa, T.M.; Tuyen, T.T.K.; Huyen, M.T.; Hoan, N.M.; Hoi, L.T.; Trung, N.V.; Schwartz, E.; Danielli, A.",Article,20796374,15,7,453
embase,2035486602,,10.3390/vaccines13070748,"A Prospective Cohort Study of Primary Dengue Virus Infection in Medellín, Colombia",2025,Vaccines,"Trujillo, A.; Van Wesenbeeck, L.; Salazar, L.; López, L.; Tambuyzer, L.; Buelens, A.; Clerck, K.D.; Lenz, O.; Vijgen, L.; Van Loock, M.; Herrera-Taracena, G.; Vélez, I.D.; Rasschaert, F.",Article,2076393X,13,7,748
embase,2037209895,,10.70034/ijmedph.2025.3.610,EVALUATION OF DIAGNOSTIC STRATEGIES FOR DENGUE FEVER: A RETROSPECTIVE STUDY FROM A HOSPITAL IN SOUTH INDIA,2025,International Journal of Medicine and Public Health,"Venkatesan, S.; Laksham, K.B.; Swarna, S.R.; Duraipandian, J.; Thayanithi, B.",Article,22308598,15,3,
embase,2038881360,40216346,10.1016/j.tmaid.2025.102854,"Viral shedding in saliva, axillary, rectal and vaginal swabs of an imported case of Dengue - Oropouche virus Co-infection",2025,Travel Medicine and Infectious Disease,"Vita, S.; Colavita, F.; Maffongelli, G.; Carletti, F.; Scorzolini, L.; Matusali, G.; Tomassi, M.V.; Meschi, S.; D'Abramo, A.; Girardi, E.; Vairo, F.; Maggi, F.; Nicastri, E.",Letter,18730442,66,,102854
embase,2039139862,40503688,10.1021/acs.bioconjchem.5c00153,Multilayer Fluorescent Immunoassay for Early and Sensitive Dengue Virus Detection Using Host and Viral Biomarkers,2025,Bioconjugate Chemistry,"Browne, A.S.; Fang, J.; Elsharkawy, A.; Jia, T.; Reboli, E.; Luo, Y.; Sheng, X.; Kumar, M.; Iyer, S.S.",Article,15204812,36,7,
embase,2040423501,39636259,10.4103/jvbd.jvbd_151_24,"Prevalence and seasonal patterns of vector-borne diseases in patients presenting with acute febrile illness in a tertiary care hospital in Puducherry, India: A prospective observational study",2025,Journal of Vector Borne Diseases,"Chowdhury, S.S.; Vinod, R.; Sabaritha, B.; Anand, K.",Article,09729062,62,3,
embase,2039596885,40166903,10.1093/infdis/jiaf166,Transcriptome Analysis of Monocytes Treated With Dengue Virus Nonstructural Protein 1 Revealed a Shift in Transcripts Involved in Self-Propagated Proinflammation and Antiviral Responses,2025,Journal of Infectious Diseases,"Saisingha, K.; Jearanaiwitayakul, T.; Watterson, D.; Modhiran, N.; Ponpuak, M.; Ubol, S.",Article,15376613,231,6,
embase,2035052403,40573451,10.3390/v17060859,Dengue Infections Among Household Contacts of Symptomatic Index Cases: Implications for Community-Based Intervention Studies,2025,Viruses,"Koehne, E.; Van Wesenbeeck, L.; Hibberd, M.L.; Buelens, A.; Toizumi, M.; Clerck, K.D.; Vijgen, L.; Lagatie, O.; Masdin, L.; Nguyen, H.A.T.; Le, H.H.; Dang, D.A.; Huynh, M.K.; Le, L.T.; Nguyên, T.B.; Hue, S.; Do, H.T.; Herrera-Taracena, G.; Rasschaert, F.; Yoshida, L.-M.",Article,19994915,17,6,859
embase,2036934423,40587449,10.1371/journal.pntd.0013196,Dengue diagnosis and impact on clinical management: A literature review,2025,PLOS Neglected Tropical Diseases,"Robert, S.; Diagbouga, P.S.; Djibougou, A.D.; Guy, D.; Bagnall, R.; Ravel, F.",Article,19352735,19,6,e0013196
embase,2038338595,,10.1016/j.jcvp.2025.100213,Elevated levels of platelet-activating factor and syndecan-1 in severe dengue infections,2025,Journal of Clinical Virology Plus,"Masyeni, S.; Wardhana, I.M.W.; Permatananda, P.A.N.; Prebawa, A.G.; Dewi, S.L.; Nelwan, E.J.",Article,26670380,5,2,100213
embase,2039036753,,10.22207/JPAM.19.2.43,Differentiating Secondary Dengue Cases using Capture IgG and IgM-based Approaches,2025,Journal of Pure and Applied Microbiology,"Asish, P.R.; Rachel, G.; Sindhuja, V.; Pradhan, J.; Dasgupta, S.; Purushothaman, G.K.C.",Article,2581690X,19,2,
embase,2039157036,40447137,10.1016/j.virs.2025.05.009,"Eltrombopag, an FDA-approved drug, inhibits dengue virus type 2 by targeting NS2B-NS3 protease",2025,Virologica Sinica,"Zhu, X.; Gao, X.; Wu, Y.; Lu, J.; Chen, X.; Zhao, C.; Li, H.; Zhang, Z.; Liu, S.; Xiao, G.; Pan, X.",Article,1995820X,40,3,
embase,647905177,,,COMPARATIVE ANALYSIS OF NS1/IGM RAPID DIAGNOSTIC TESTS WITH NS1 AND IGM ELISA FOR DENGUE CASES AND ITS POSSIBLE CORRELATION WITH UNDERREPORTING OF DENGUE CASES IN INDIA,2025,American Journal of Tropical Medicine and Hygiene,"Tiwari, V.D.; Pandey, S.; Gangwar, M.; Mishra, S.P.; Nath, G.; Chakravarty, J.",Conference Abstract,00029637,112,6,
embase,647906040,,,"CHARACTERIZATION OF ANTIGEN-SPECIFIC HUMORAL IMMUNE RESPONSES IN ACUTE AND PAST DENGUE, ZIKA, AND WEST NILE VIRUS INFECTIONS",2025,American Journal of Tropical Medicine and Hygiene,"Deschermeier, C.; Ehmen, C.; Ferraz, R.; Von Possel, R.; Blessmann, J.; Keoviengkhone, L.; Sopraseuth, V.; Kann, S.; Amaya, L.M.; Salcedo, G.R.; Demchyshyna, I.; Emmerich, P.",Conference Abstract,00029637,112,6,
embase,647906072,,,CHARACTERIZING DENGUE SEROPREVALENCE AND HETEROGENEITIES IN TRANSMISSION INTENSITY IN GHANA,2025,American Journal of Tropical Medicine and Hygiene,"Awuah, A.A.-A.; Vicco, A.; Asamoah, E.A.; Boham, E.E.; Alani, H.; Wiredu, A.P.; Adu-Amoah, L.; Pedrique, B.; Guillerm, M.; Obirikorang, C.; Shrivastava, S.; Struck, N.S.; Ribeiro, I.; Amuasi, J.H.; Dorigatti, I.",Conference Abstract,00029637,112,6,
embase,2039031420,,10.1101/2025.05.22.25328127,Engineered Nanobodies for early and accurate diagnosis of dengue virus infection,2025,medRxiv,"Pavan, M.F.; Malnero, C.M.; Carzoglio, M.C.; Rojas, Y.P.; Bruno, A.; Vidakovics, L.P.; Hanke, L.; Castello, A.; McInerney, G.; García, C.C.; Parreño, V.; Ibañez, L.I.",Preprint,,,,
embase,2039456725,,10.69605/ijlbpr_14.5.2025.254,Clinical profile of acute undifferentiated febrile illness: A cross sectional study,2025,International Journal of Life Sciences Biotechnology and Pharma Research,"Salgotra, S.; Samim, S.; Manotra, V.; Tangotra, V.",Article,22503137,14,5,
embase,2038642287,40101929,10.1136/bmj-2024-082639,Assessment and management of dengue,2025,BMJ,"Adhikari, S.; Bhusal, S.; Hossain, M.S.; Basnyat, B.",Article,17561833,388,,e082639
embase,2037668090,,10.1016/j.ijid.2024.107519,Characterizing dengue seroprevalence and heterogeneities in transmission intensity in Ghana,2025,International Journal of Infectious Diseases,"Awuah, D.A.; Vico, A.; Adu, E.A.; Boham, E.E.; Alani, H.; Wiredu, A.P.; Adu-Amoah, L.; Pedrique, D.B.; Guillerm, M.; Obirikorang, C.; Struck, N.S.; Ribeiro, D.I.; Amuasi, P.J.; Dorigatti, D.I.",Conference Abstract,18783511,152,,107519
embase,2037668421,,10.1016/j.ijid.2024.107498,Are Point-of-Care devices suitable for the management of Dengue Virus infections? A comparison with mainframe analysers using External Quality Assurance (EQA) data,2025,International Journal of Infectious Diseases,"Prasad, M.A.; Graham, M.P.",Conference Abstract,18783511,152,,107498
embase,2037668453,,10.1016/j.ijid.2024.107423,Innovative methodological approach to assess dengue transmission: findings from the SERODEN study in Africa,2025,International Journal of Infectious Diseases,"Vicco, M.A.; Gaye, A.; McCormack, C.; Pedrique, B.; Awuah, A.A.-A.; Obirikorang, C.; Nkuba-Ndaye, A.; Tshiminyi-Munkamba, P.; Dia, M.; Ndiaye, O.; Guillerm, M.; Struck, N.S.; Shrivastava, S.; Loucoubar, C.; Talla, C.; Ribeiro, I.; Ahuka-Mundeke, S.; Amuasi, J.H.; Faye, O.; Donnelly, C.A.; Dorigatti, I.",Conference Abstract,18783511,152,,107423
embase,2037781043,,10.5083/ejcm/25-03-24,Utility of Complete Blood Count and Peripheral Blood Picture in Assessing Dengue Severity and Outcomes,2025,European Journal of Cardiovascular Medicine,"Srivastava,; Kumar, P.",Article,20424892,15,3,
embase,2038045509,40131913,10.1371/journal.pone.0319207,The interaction of Orthoflavivirus nonstructural proteins 3 and 5 with human fatty acid synthase,2025,PLoS ONE,"Sornprasert, S.; Sornjai, W.; Smith, D.R.",Article,19326203,20,3 March,e0319207
embase,2035766892,,10.3329/jom.v26i1.78995,"Evaluation of Hematological Changes in Dengue Fever: Experience of 2023 outbreak from Jashore, Bangladesh",2025,Journal of Medicine (Bangladesh),"Khan, T.R.; Acherjya, G.K.; Hossain, J.; Reza, S.; Nasrin, T.",Article,20755384,26,1,
embase,2031068026,39177883,10.1007/s15010-024-02370-2,Development and validation of a novel enzyme-linked immunosorbent assay for the differentiation of tick-borne encephalitis infections caused by different virus subtypes,2025,Infection,"Freimane, Z.; Dobler, G.; Chitimia-Dobler, L.; Karelis, G.; Girl, P.; Kuzmane, S.; Savicka, O.; Erber, W.; Zavadska, D.",Article,14390973,53,1,
embase,2035717474,39550979,10.1016/j.diagmicrobio.2024.116588,Exploring potential application of anti-dengue NS1 human polyclonal antibodies for detection of dengue virus infection,2025,Diagnostic Microbiology and Infectious Disease,"Abraham, P.R.; Veeraiyan, E.; Dhotre, A.; Kumar, A.",Article,18790070,111,2,116588
embase,2037488104,39591643,10.4269/ajtmh.24-0490,"Malaria, Dengue Fever, and Leptospirosis in the Urabá Antioqueño Region, Colombia: Etiological and Molecular Characterization among Patients with Acute Undifferentiated Febrile Illness",2025,American Journal of Tropical Medicine and Hygiene,"Restrepo-López, N.; Silva-Ramos, C.R.; Rodas, J.D.; Arboleda, M.; Fernández, D.; Uribe-Restrepo, P.; Agudelo-Flórez, P.; Tobón-Castaño, A.; Hidalgo, M.; Melby, P.C.; Aguilar, P.V.; Cabada, M.M.; Díaz, F.J.; Mozo, K.; Gonzalez-Diaz, E.S.; Jimenez-Coello, M.; Dacso, M.M.; Ortega-Pacheco, A.; Walker, D.H.; Weaver, S.C.; Paulino-Ramirez, R.",Article,14761645,112,2,
embase,2037542068,39965014,10.1371/journal.pone.0317854,"Investigation of severe dengue outbreak in Maumere, East Nusa Tenggara, Indonesia: Clinical, serological, and virological features",2025,PLoS ONE,"Santoso, M.S.; Nara, M.B.R.; Nugroho, D.K.; Yohan, B.; Purnama, A.; Boro, A.M.B.; Hayati, R.F.; Gae, E.P.; Denis, D.; Rana, B.; Hibberd, M.L.; Sasmono, R.T.",Article,19326203,20,2 February,e0317854
embase,NCT06815835,,,"A Prospective, Randomized, Parallel, Three-arm, Open-label, Clinical Trial to Evaluate the Immunological Non-interference of Measles and Rubella Vaccine (Live) I.P. (Freeze Dried) of M/s. Zydus Lifesciences Ltd. With Yellow Fever Vaccine Administered to Bangladeshi Healthy Infants Aged 9-12 Months",2025,clinicaltrials.gov,,Clinical Trial,,,,
embase,2032929730,,10.1002/hsr2.70356,Clinical and Hematological Manifestation of Dengue Patients in 2022 Outbreak: A Tertiary Care Hospital-Based Cross-Sectional Study,2025,Health Science Reports,"Hossain, M.J.; Das, M.; Shahjahan, M.; Islam, M.W.; Towhid, S.T.",Article,23988835,8,1,e70356
embase,2035198569,40619342,10.1080/21505594.2025.2530176,Identification of compounds targeting porcine reproductive and respiratory syndrome virus nsp3 and evaluation of their antiviral efficacy,2025,Virulence,"He, Z.; Nie, Z.; Liao, J.; Liu, M.; Li, F.; Chen, B.; Guo, C.",Article,21505608,16,1,2530176
embase,2035699134,39761322,10.1371/journal.pntd.0012193,A low pre-existing anti-NS1 humoral immunity to DENV is associated with microcephaly development after gestational ZIKV exposure,2025,PLoS Neglected Tropical Diseases,"Castro-Trujillo, S.; Mejía, W.R.; Segura, K.; Castro-Meneses, J.; Vega, R.; Salgado, D.; Fonseca, C.E.; Ortiz, Á.M.; Perdomo-Celis, F.; Bosch, I.; Narváez, C.F.",Article,19352735,19,1,e0012193
embase,2035954924,39612524,10.1016/j.bjid.2024.104484,Presence of dengue virus RNA in urine and oral fluid of laboratory-confirmed dengue patients: Implications for wastewater surveillance,2025,Brazilian Journal of Infectious Diseases,"Stauber, C.; Jacob-Nascimento, L.C.; Grosch, C.; Sousa, M.D.S.; Portilho, M.M.; Anjos, R.O.; Brinton, M.A.; Kitron, U.; Reis, M.G.; Ribeiro, G.S.",Article,16784391,29,1,104484
embase,2036367013,,10.52711/0974-360X.2025.00217,The Combined Antigen and Antibody Testing Approach Improved the Sensitivity of Early Detection of Dengue Virus Infection,2025,Research Journal of Pharmacy and Technology,"Agravat, D.; Patel, L.; Jadav, P.N.; Singh, N.K.; Zala, R.; Patel, H.",Article,0974360X,18,4,
embase,2036599682,39662875,10.3201/eid3101.240888,"Cocirculation of 4 Dengue Virus Serotypes, Putumayo Amazon Basin, 2023–2024",2025,Emerging Infectious Diseases,"van der Ende, J.; Nipaz, V.; Carrazco-Montalvo, A.; Trueba, G.; Grobusch, M.P.; Coloma, J.",Article,10806059,31,1,
embase,2037097824,,10.1093/ofid/ofae720,Dengue Virus Structural Proteins Are Expressed on the Surface of DENV-Infected Cells and Are a Target for Antibody-Dependent Cellular Phagocytosis,2025,Open Forum Infectious Diseases,"Waldran, M.J.; Kurtz, E.A.; Gebo, C.J.; Rooney, T.J.; Middleton, F.A.; Roy, N.H.; Currier, J.R.; Waickman, A.T.",Article,23288957,12,1,ofae720
embase,2037123630,40788955,10.1371/journal.pntd.0013250,"Development of an affordable multiplex quantitative RT-PCR assay for early detection and surveillance of Dengue, Chikungunya, and co-infections from clinical samples in resource-limited settings",2025,PLOS Neglected Tropical Diseases,"Malik, M.R.; Walaskar, S.; Majji, R.; Deepanraj, S.P.; Uppoor, S.; Thrilok Chandra, K.V.; Madhusudhan, H.N.; Balasundar, A.S.; Mishra, R.K.; Ishtiaq, F.",Article,19352735,August-2025,,e0013250
embase,2037803939,39113381,10.4103/JVBD.JVBD_45_23,A study on evaluation and correlation of serological methods and platelet count for diagnosis of dengue virus infection,2025,Journal of Vector Borne Diseases,"Gohel, V.K.; Gadhavi, H.M.; Shingala, H.K.; Jethva, S.D.",Article,09729062,62,1,
embase,2038472617,,10.18311/ti/2025/v32i1/43838,"Anti-Viral Activity of Polyherbal Siddha Formulation ""Notchi kudineer"" Using Immuno-Fluorescence Assay and In-Silico Binding Studies of its Phytocompounds Against Various NSPs of SARS-CoV-2",2025,Toxicology International,"Natarajan, K.; Adaikalam, S.J.M.; Seshayyan, S.; Narayanasamy, K.; Rathinasamy, S.; Thiraviam, P.P.; Gunalan, S.",Article,09765131,32,1,
embase,2039682447,40668623,10.1099/jgv.0.002132,Kinesin light chain 1 interacts with NS1 and is a susceptibility factor for dengue virus infection in mosquito cells,2025,Journal of General Virology,"Castillo, J.M.; Cruz-Pérez, R.; Talamás-Lara, D.; Ludert, J.E.",Article,14652099,106,7,002132
embase,2041333242,,10.62347/MGYE2505,Early diagnostic value of dengue virus NS1 antigen and nucleic acid testing,2025,American Journal of Translational Research,"Wu, F.; Zhao, L.; Pan, K.; Lou, W.",Article,19438141,17,10,
embase,2041659806,41319272,10.1080/21505594.2025.2597663,Fluorescence-based biosensors for West Nile virus detection,2025,Virulence,"Blázquez, A.B.; Saiz, J.C.; Herrero, L.; Sánchez-Céspedes, J.; Vázquez, A.; Cisneros, J.M.; Martin-Acebes, M.A.; Jiménez de Oya, N.",Article,21505608,16,1,2597663
embase,2042853066,,,"Sero-epidemiology of NS-1 Positive Dengue Cases in Ahmedabad, Gujarat & Evaluation of NS1 ELISA in Early Diagnosis of Dengue Fever by Comparing it with rRT PCR",2025,International Journal of Current Pharmaceutical Review and Research,"Bhoya, J.; Patel, D.; Tanna, K.; Padaria, N.",Article,0976822X,17,11,
embase,2042853069,,,A Study on Clinico-Pathological and Biochemical Correlation in the Children of Less than 15 years with Dengue Fever in a Tertiary Care Hospital,2025,International Journal of Current Pharmaceutical Review and Research,"Mahesh, G.K.O.; Poojitha, S.; Mayigowda, J.; Prathiba, D.N.",Article,0976822X,17,11,
embase,2043640873,,10.25258/ijpqa.16.9.34,Neurological Manifestations of Dengue Fever in Pediatric Patients: An Observational Descriptive Study at a Tertiary Health Care Centre,2025,International Journal of Pharmaceutical Quality Assurance,"Basu, S.; Mandal, K.; Basu, A.",Article,09759506,16,9,
