sources,pmid,doi,pui,ut,pii,title,year,journal
embase,,10.70034/ijmedph.2025.4.445,2037728612,,,"A COMPARATIVE STUDY OF RAPID IMMUNOCHROMATOGRAPHY TEST WITH ELISA FOR DETECTION OF DENGUE NS1 ANTIGEN, IgM AND IgG ANTIBODY",2025,International Journal of Medicine and Public Health
embase,,10.1093/clinchem/hvaf086.275,648896075,,,Development and basic performance of a dengue virus NS1 detection reagent based on Chemiluminescent Enzyme Immunoassay,2025,Clinical Chemistry
embase,40344737,10.1016/j.ejmech.2025.117717,2038633594,,,"Design, synthesis and biological evaluation of dapsone derivatives with broad-spectrum antiviral activity",2025,European Journal of Medicinal Chemistry
embase,,10.1007/s13337-025-00930-0,2035241613,,,"Correlation of clinical, biochemical and molecular profile of dengue with disease severity",2025,VirusDisease
embase,40651102,10.1016/j.ejcb.2025.151505,2039571008,,,Vimentin intermediate filaments facilitate transportation of hepatitis C virus components,2025,European Journal of Cell Biology
embase,40838750,10.1128/jvi.00962-25,2040935811,,,Coatomer protein complex I is required for efficient secretion of dengue virus non-structural protein 1,2025,Journal of Virology
embase,,10.46347/jmsh.v11.i3.25.92,2043893655,,,Clinical and Laboratory Profile of Dengue Infection: A Study from a Tertiary Care Hospital in Coastal Karnataka,2025,Journal of medical Sciences and health
embase,40838976,10.1002/jmv.70569,2035824242,,,Dominance of DENV-1 and Flavivirus Serological Cross-Reactivity During the 2016 Dengue Outbreak in Vietnam,2025,Journal of Medical Virology
embase,,10.53555/7nhf5c62,2040188180,,,"A COMPARATIVE STUDY OF DENGUE RAPID IMMUNO CHROMATOGRAPHIC CARD TEST WITH DENGUE ELISA AT TERTIARY CARE CENTRE, SOUTHERN RAJASTHAN.",2025,Journal of Population Therapeutics and Clinical Pharmacology
embase,,10.1101/2025.07.23.25332048,2039913493,,,Diagnostic Performance and Regulatory Readiness of Dengue Rapid Diagnostic Tests Commercially Available in the United States,2025,medRxiv
embase,40587809,10.1073/pnas.2502793122,2039656837,,,Genetic ancestry shapes dengue virus infection in human skin explants,2025,Proceedings of the National Academy of Sciences of the United States of America
embase,40710103,10.3390/bios15070453,2035479307,,,Sensitivity and Cross-Reactivity Analysis of Serotype-Specific Anti-NS1 Serological Assays for Dengue Virus Using Optical Modulation Biosensing,2025,Biosensors
embase,,10.3390/vaccines13070748,2035486602,,,"A Prospective Cohort Study of Primary Dengue Virus Infection in Medellín, Colombia",2025,Vaccines
embase,,10.70034/ijmedph.2025.3.610,2037209895,,,EVALUATION OF DIAGNOSTIC STRATEGIES FOR DENGUE FEVER: A RETROSPECTIVE STUDY FROM A HOSPITAL IN SOUTH INDIA,2025,International Journal of Medicine and Public Health
embase,40216346,10.1016/j.tmaid.2025.102854,2038881360,,,"Viral shedding in saliva, axillary, rectal and vaginal swabs of an imported case of Dengue - Oropouche virus Co-infection",2025,Travel Medicine and Infectious Disease
embase,40166903,10.1093/infdis/jiaf166,2039596885,,,Transcriptome Analysis of Monocytes Treated With Dengue Virus Nonstructural Protein 1 Revealed a Shift in Transcripts Involved in Self-Propagated Proinflammation and Antiviral Responses,2025,Journal of Infectious Diseases
embase,40573451,10.3390/v17060859,2035052403,,,Dengue Infections Among Household Contacts of Symptomatic Index Cases: Implications for Community-Based Intervention Studies,2025,Viruses
embase,40587449,10.1371/journal.pntd.0013196,2036934423,,,Dengue diagnosis and impact on clinical management: A literature review,2025,PLOS Neglected Tropical Diseases
embase,,10.1016/j.jcvp.2025.100213,2038338595,,,Elevated levels of platelet-activating factor and syndecan-1 in severe dengue infections,2025,Journal of Clinical Virology Plus
embase,,10.22207/jpam.19.2.43,2039036753,,,Differentiating Secondary Dengue Cases using Capture IgG and IgM-based Approaches,2025,Journal of Pure and Applied Microbiology
embase,40447137,10.1016/j.virs.2025.05.009,2039157036,,,"Eltrombopag, an FDA-approved drug, inhibits dengue virus type 2 by targeting NS2B-NS3 protease",2025,Virologica Sinica
embase,,,647905177,,,COMPARATIVE ANALYSIS OF NS1/IGM RAPID DIAGNOSTIC TESTS WITH NS1 AND IGM ELISA FOR DENGUE CASES AND ITS POSSIBLE CORRELATION WITH UNDERREPORTING OF DENGUE CASES IN INDIA,2025,American Journal of Tropical Medicine and Hygiene
embase,,,647906040,,,"CHARACTERIZATION OF ANTIGEN-SPECIFIC HUMORAL IMMUNE RESPONSES IN ACUTE AND PAST DENGUE, ZIKA, AND WEST NILE VIRUS INFECTIONS",2025,American Journal of Tropical Medicine and Hygiene
embase,,10.1016/j.ijid.2024.107519,647906072,,,CHARACTERIZING DENGUE SEROPREVALENCE AND HETEROGENEITIES IN TRANSMISSION INTENSITY IN GHANA,2025,American Journal of Tropical Medicine and Hygiene
embase,,10.69605/ijlbpr_14.5.2025.254,2039456725,,,Clinical profile of acute undifferentiated febrile illness: A cross sectional study,2025,International Journal of Life Sciences Biotechnology and Pharma Research
embase,40101929,10.1136/bmj-2024-082639,2038642287,,,Assessment and management of dengue,2025,BMJ
embase,,10.1016/j.ijid.2024.107498,2037668421,,,Are Point-of-Care devices suitable for the management of Dengue Virus infections? A comparison with mainframe analysers using External Quality Assurance (EQA) data,2025,International Journal of Infectious Diseases
embase,,10.1016/j.ijid.2024.107423,2037668453,,,Innovative methodological approach to assess dengue transmission: findings from the SERODEN study in Africa,2025,International Journal of Infectious Diseases
embase,,10.5083/ejcm/25-03-24,2037781043,,,Utility of Complete Blood Count and Peripheral Blood Picture in Assessing Dengue Severity and Outcomes,2025,European Journal of Cardiovascular Medicine
embase,40131913,10.1371/journal.pone.0319207,2038045509,,,The interaction of Orthoflavivirus nonstructural proteins 3 and 5 with human fatty acid synthase,2025,PLoS ONE
embase,,10.3329/jom.v26i1.78995,2035766892,,,"Evaluation of Hematological Changes in Dengue Fever: Experience of 2023 outbreak from Jashore, Bangladesh",2025,Journal of Medicine (Bangladesh)
embase,39177883,10.1007/s15010-024-02370-2,2031068026,,,Development and validation of a novel enzyme-linked immunosorbent assay for the differentiation of tick-borne encephalitis infections caused by different virus subtypes,2025,Infection
embase,39591643,10.4269/ajtmh.24-0490,2037488104,,,"Malaria, Dengue Fever, and Leptospirosis in the Urabá Antioqueño Region, Colombia: Etiological and Molecular Characterization among Patients with Acute Undifferentiated Febrile Illness",2025,American Journal of Tropical Medicine and Hygiene
embase,39965014,10.1371/journal.pone.0317854,2037542068,,,"Investigation of severe dengue outbreak in Maumere, East Nusa Tenggara, Indonesia: Clinical, serological, and virological features",2025,PLoS ONE
embase,,,NCT06815835,,,"A Prospective, Randomized, Parallel, Three-arm, Open-label, Clinical Trial to Evaluate the Immunological Non-interference of Measles and Rubella Vaccine (Live) I.P. (Freeze Dried) of M/s. Zydus Lifesciences Ltd. With Yellow Fever Vaccine Administered to Bangladeshi Healthy Infants Aged 9-12 Months",2025,clinicaltrials.gov
embase,,10.1002/hsr2.70356,2032929730,,,Clinical and Hematological Manifestation of Dengue Patients in 2022 Outbreak: A Tertiary Care Hospital-Based Cross-Sectional Study,2025,Health Science Reports
embase,40619342,10.1080/21505594.2025.2530176,2035198569,,,Identification of compounds targeting porcine reproductive and respiratory syndrome virus nsp3 and evaluation of their antiviral efficacy,2025,Virulence
embase,39761322,10.1371/journal.pntd.0012193,2035699134,,,A low pre-existing anti-NS1 humoral immunity to DENV is associated with microcephaly development after gestational ZIKV exposure,2025,PLoS Neglected Tropical Diseases
embase,39612524,10.1016/j.bjid.2024.104484,2035954924,,,Presence of dengue virus RNA in urine and oral fluid of laboratory-confirmed dengue patients: Implications for wastewater surveillance,2025,Brazilian Journal of Infectious Diseases
embase,,10.52711/0974-360x.2025.00217,2036367013,,,The Combined Antigen and Antibody Testing Approach Improved the Sensitivity of Early Detection of Dengue Virus Infection,2025,Research Journal of Pharmacy and Technology
embase,39662875,10.3201/eid3101.240888,2036599682,,,"Cocirculation of 4 Dengue Virus Serotypes, Putumayo Amazon Basin, 2023–2024",2025,Emerging Infectious Diseases
embase,,10.1093/ofid/ofae720,2037097824,,,Dengue Virus Structural Proteins Are Expressed on the Surface of DENV-Infected Cells and Are a Target for Antibody-Dependent Cellular Phagocytosis,2025,Open Forum Infectious Diseases
embase,,10.18311/ti/2025/v32i1/43838,2038472617,,,"Anti-Viral Activity of Polyherbal Siddha Formulation ""Notchi kudineer"" Using Immuno-Fluorescence Assay and In-Silico Binding Studies of its Phytocompounds Against Various NSPs of SARS-CoV-2",2025,Toxicology International
embase,40668623,10.1099/jgv.0.002132,2039682447,,,Kinesin light chain 1 interacts with NS1 and is a susceptibility factor for dengue virus infection in mosquito cells,2025,Journal of General Virology
embase,,10.62347/mgye2505,2041333242,,,Early diagnostic value of dengue virus NS1 antigen and nucleic acid testing,2025,American Journal of Translational Research
embase,41319272,10.1080/21505594.2025.2597663,2041659806,,,Fluorescence-based biosensors for West Nile virus detection,2025,Virulence
embase,,,2042853066,,,"Sero-epidemiology of NS-1 Positive Dengue Cases in Ahmedabad, Gujarat & Evaluation of NS1 ELISA in Early Diagnosis of Dengue Fever by Comparing it with rRT PCR",2025,International Journal of Current Pharmaceutical Review and Research
embase,,,2042853069,,,A Study on Clinico-Pathological and Biochemical Correlation in the Children of Less than 15 years with Dengue Fever in a Tertiary Care Hospital,2025,International Journal of Current Pharmaceutical Review and Research
embase,,10.25258/ijpqa.16.9.34,2043640873,,,Neurological Manifestations of Dengue Fever in Pediatric Patients: An Observational Descriptive Study at a Tertiary Health Care Centre,2025,International Journal of Pharmaceutical Quality Assurance
embase,,,2045090692,,,"Serological Evaluation of Dengue Infection Using IgM ELISA in Febrile Patients Attending in Patna Medical College & Hospital, Patna",2025,International Journal of Pharmaceutical Quality Assurance
embase,,10.25258/ijpqa.16.11.80,2047629210,,,Comparative Evaluation of Rapid Diagnostic Tests and ELISA for Early Detection of Dengue in Febrile Patients,2025,International Journal of Pharmaceutical Quality Assurance
embase,,,NCT06751836,,,Advancing Pandemic Preparedness: Innovative Multidisciplinary Strategies for COMBATing Severe Dengue,2024,clinicaltrials.gov
embase,39061013,10.1186/s12879-024-09552-1,2030744501,,,"Retrospective study on the dengue fever outbreak in Puntland State, Somalia",2024,BMC Infectious Diseases
embase,39118006,10.1186/s12879-024-09527-2,2030890568,,,New biomarkers for liver involvement by dengue infection in adult Vietnamese patients: a case-control study,2024,BMC Infectious Diseases
embase,39660431,10.1002/jmv.70109,2032561896,,,Tick-Borne Encephalitis Virus Surveillance—Vaccination- and Infection-Induced Seroprevalences in Western Austria 2024,2024,Journal of Medical Virology
embase,,10.69605/ijlbpr_13.12.2024.20,2036196153,,,"Determination of NS1, IgG and IgM profile during an outbreak of Dengue at Tertiary Care Teaching Hospital, Doda, Jammu & Kashmir",2024,International Journal of Life Sciences Biotechnology and Pharma Research
embase,39513713,10.1128/jvi.01418-24,2036550413,,,"Dengue virus NS1 leads to downregulation of HNF4 alpha in liver cells resulting in a decrease in coagulation factors I, V, X, and XIII, contributing to coagulopathy",2024,Journal of Virology
embase,,10.69605/ijlbpr_13.12.2024.199,2040288867,,,A Clinico-microbiological study of dengue fever cases,2024,International Journal of Life Sciences Biotechnology and Pharma Research
embase,,,NCT06697041,,,Clinical and Laboratory Factors for the Progression of Severe Dengue Among Hospitalized Patients During an Upsurge,2024,clinicaltrials.gov
embase,39082780,10.1093/infdis/jiae384,2035726381,,,The Impact of Zika Emergence in Remote Communities in Northwestern Ecuador,2024,Journal of Infectious Diseases
embase,,10.53555/evwnvn98,2032004584,,,"DENGUE FEVER TRENDS AND CLINICAL VARIABILITY: A PROSPECTIVE OBSERVATIONAL STUDY FROM AYUB TEACHING HOSPITAL, ABBOTTABAD",2024,Journal of Population Therapeutics and Clinical Pharmacology
embase,39306188,10.1016/j.tmaid.2024.102762,2034684549,,,"Dengue fever as autochthonous infectious disease in Italy: Epidemiological, clinical and virological characteristics",2024,Travel Medicine and Infectious Disease
embase,39454515,10.1016/j.ebiom.2024.105409,2035222845,,,Yellow fever disease severity and endothelial dysfunction are associated with elevated serum levels of viral NS1 protein and syndecan-1,2024,eBioMedicine
embase,39461453,10.1016/j.tmaid.2024.102782,2035281505,,,A case report on symptomatic disease caused by serotype 4 vaccine virus following tetravalent anti-dengue vaccination,2024,Travel Medicine and Infectious Disease
embase,,10.1101/2024.09.10.24313257,2034988556,,,"Development of a cost-effective multiplex quantitative RT-PCR assay for early detection and surveillance of Dengue, Chikungunya, and co-infections from clinical samples in low-resource settings",2024,medRxiv
embase,,10.3390/pathogens13090818,2031565870,,,Performance of Fujifilm Dengue NS1 Antigen Rapid Diagnosis Kit Compared to Quantitative Real-Time Polymerase Chain Reaction,2024,Pathogens
embase,,10.22159/ijcpr.2024v16i5.5086,2035020134,,,"A STUDY OF DIAGNOSTIC APPLICABILITY OF NS1 AND IGM ELISA IN DENGUE FEVER IN A TERTIARY CARE HOSPITAL, VISAKHAPATNAM",2024,International Journal of Current Pharmaceutical Research
embase,39145933,10.1073/pnas.2403235121,2034178802,,,Zika virus NS5 protein inhibits type I interferon signaling via CRL3 E3 ubiquitin ligase-mediated degradation of STAT2,2024,Proceedings of the National Academy of Sciences of the United States of America
embase,,10.53555/jptcp.v31i8.7334,2030670578,,,A COMPARATIVE STUDY BETWEEN PRIMARY & SECONDARY DENGUE CASES IN A TERTIARY CARE HOSPITAL IN WEST BENGAL.,2024,Journal of Population Therapeutics and Clinical Pharmacology
embase,39205228,10.3390/v16081253,2031127037,,,Aedes aegypti Mosquito Probing Enhances Dengue Virus Infection of Resident Myeloid Cells in Human Skin,2024,Viruses
embase,38806045,10.4269/ajtmh.23-0549,2033350762,,,"IgG, IgM, and Nonstructural Protein 1 Response Profiles after Receipt of Tetravalent Dengue Vaccine TAK-003 in a Phase 2 Randomized Controlled Trial",2024,American Journal of Tropical Medicine and Hygiene
embase,,10.5530/pj.2024.16.149,2034296166,,,Positive NS1 Antigen in Non-Dengue Virus Infection Serum: Possible Reasons for the Discrepancy with DENV PCR Results,2024,Pharmacognosy Journal 
embase,38818789,10.1002/jmv.29689,2030048468,,,Dengue virus transmission risk in blood donation: Evidence from Thailand,2024,Journal of Medical Virology
embase,38591880,10.1128/jvi.00116-24,2032375574,,,Japanese encephalitis virus NS1 and NS1′ protein disrupts the blood-brain barrier through macrophage migration inhibitory factor-mediated autophagy,2024,Journal of Virology
embase,,10.1007/s13337-024-00867-w,649858520,,,Seroprevalence of dengue and chikungunya in tertiary care hospital in Maharashtra,2024,VirusDisease
embase,38573991,10.1371/journal.pone.0301644,2031419716,,,"Molecular identification and phylogenetic analysis of chikungunya virus among denguenegative patients in Kolkata, India",2024,PLoS ONE
embase,38483048,10.1002/jmv.29533,2028980449,,,UMP-CMP kinase 2 inhibits ZIKV replication through activation of type I IFN signaling pathway,2024,Journal of Medical Virology
embase,38411948,10.1128/jvi.01859-23,2031199094,,,Japanese encephalitis virus inhibits superinfection of Zika virus in cells by the NS2B protein,2024,Journal of Virology
embase,,10.7860/jcdr/2024/68904.19162,2031227161,,,Navigating the Haematological Maze: Unraveling the Role of NLR and PLR as Predictors of Dengue Severity- A Cross-sectional Study from Southern India,2024,Journal of Clinical and Diagnostic Research
embase,38272051,10.1016/s0140-6736(23)02803-9,2030001422,,,Dengue epidemic in Burkina Faso: how can the response improve?,2024,The Lancet
embase,38400061,10.3390/v16020286,2028663416,,,Multiplex Serology for Sensitive and Specific Flavivirus IgG Detection: Addition of Envelope Protein Domain III to NS1 Increases Sensitivity for Tick-Borne Encephalitis Virus IgG Detection,2024,Viruses
embase,37930223,10.1097/inf.0000000000004156,2029914073,,,"Frequency, Markers and Costs of Secondary Bacterial Infection in Pediatric Dengue",2024,Pediatric Infectious Disease Journal
embase,,,NCT06255509,,,"Dengue Virus Infection Amongst Patients With Acute Febrile Illness: Clinical Characteristics, Molecular and Serological Profiles for Vaccine Trial and Roll-out",2024,clinicaltrials.gov
embase,39492367,10.1016/j.ijmmb.2023.100487,2028017722,,,Rebuttal to correspondence for “Prospective study to compare results of FIA (fluorescent immunoassay) test with gold standard ELISA test in Dengue NS1 patients admitted in a tertiary care hospital”,2024,Indian Journal of Medical Microbiology
embase,,,2028261522,,,Advances in Diagnostic Technologies for Early Detection of Dengue Virus,2024,International Journal of Pharmaceutical and Clinical Research
embase,38381897,10.1590/s1678-9946202466012,2028282080,,,A spatial case-control study on symptomatic and inapparent primary dengue infections in an endemic city in Brazil,2024,Revista do Instituto de Medicina Tropical de Sao Paulo
embase,,10.5530/ijmedph.2024.1.56,2029395522,,,"SEROPREVALENCE OF DENGUE IN PATIENTS ATTENDING TERTIARY CARE HOSPITAL, NIZAMABAD, A CROSS-SECTIONAL STUDY",2024,International Journal of Medicine and Public Health
embase,,,2029435499,,,Diagnosis of Dengue by NS1 Antigen Detection and Reverse Transcriptase PCR Assay,2024,International Journal of Pharmaceutical and Clinical Research
embase,,10.2147/jmdh.s459929,2029494785,,,Aspartate Aminotransferase-to-Platelet Ratio Index (APRI) as a Novel Score in Early Detection of Complicated Dengue Fever,2024,Journal of Multidisciplinary Healthcare
embase,,10.1177/20503121241229847,2029718942,,,Neuroinvasion of emerging and re-emerging arboviruses: A scoping review,2024,SAGE Open Medicine
embase,37967518,10.3201/eid3001.231508,2030321521,,,"Autochthonous Dengue Fever in 2 Patients, Rome, Italy",2024,Emerging Infectious Diseases
embase,,,2030724646,,,Prevalence of Dengue Fever and its Seasonal Trend in Tertiary Care Hospital in Western Maharashtra,2024,International Journal of Pharmaceutical and Clinical Research
embase,,10.2147/ijgm.s475450,2030888086,,,TaqMan qPCR and IgM Detection in Samples of Patients with Tick-Borne Encephalitis Virus Infection in Northeast China,2024,International Journal of General Medicine
embase,38722305,10.1099/jmm.0.001833,2032177645,,,Dengue: A review of laboratory diagnostics in the vaccine age,2024,Journal of Medical Microbiology
embase,,,2032200104,,,Prognostic Significance of Aminotransferase Levels in Dengue: A Hospital-Based Study on AST and ALT as Markers of Disease Severity,2024,International Journal of Pharmaceutical and Clinical Research 
embase,,10.1016/j.idcr.2024.e02032,2033480375,,,"Understanding dengue outbreaks in Rajshahi district, Bangladesh: A comprehensive case study",2024,IDCases
embase,,10.48047/jcdr.2024.15.07.174,2034435586,,,Correlation of IgM seropositivity in dengue NS1Ag positive samples of patient from rural population,2024,Journal of Cardiovascular Disease Research
embase,,,2035436148,,,Dengue Virus Infection: Clinico-Epidemiological Characteristics and the Role of Serum Ferritin as a Biomarker,2024,International Journal of Toxicological and Pharmacological Research
embase,,10.36478/makrjms.2024.12.151.155,2035529671,,,Early Detection of Dengue Fever on Day One Using Clinical Criteria and NS1 Antigen Microelisa: A Comparative Study with Immunochromatography,2024,Research Journal of Medical Sciences
embase,37138273,10.1186/s12906-023-03971-4,2023065420,,,Investigation of the activity of baicalein towards Zika virus,2023,BMC Complementary Medicine and Therapies
embase,38113250,10.1371/journal.pntd.0011839,2027244171,,,Comparison of clinical and laboratory characteristics between severe and non-severe dengue in paediatrics,2023,PLoS Neglected Tropical Diseases
embase,,,643426023,,,A STUDY ON CLINICAL CHARACTERISTICS AND SHORT TERM DIVERSE OUTCOMES OF ACUTE KIDNEY INJURY DUE TO TROPICAL INFECTIOUS DISEASES IN A TERTIARY CARE CENTRE FROM SOUTH INDIA,2023,Indian Journal of Nephrology
embase,37506573,10.1016/j.phymed.2023.154977,2026017878,,,Liang-Ge-San inhibits dengue virus serotype 2 infection by reducing caveolin1-induced cytoplasmic heat shock protein 70 translocation into the plasma membrane,2023,Phytomedicine
embase,37702492,10.1128/mbio.01441-23,2028347458,,,Dengue virus NS1 secretion is regulated via importin-subunit β1 controlling expression of the chaperone GRp78 and targeted by the clinical drug ivermectin,2023,mBio
embase,,,2039491585,,,Comparison of Seroprevalence and Clinical Profile of Dengue Among Rural and Urban Populations: A Joint Study of Serology and Epidemiological Patterns,2023,International Journal of Life Sciences Biotechnology and Pharma Research
embase,,,2027216581,,,Sero-epidemiological evaluation of dengue-chikungunya coinfections: A study from capital city of Uttarakhand,2023,Journal of Pharmaceutical Sciences and Research
embase,,10.7860/jcdr/2023/63382.18343,2034905137,,,Pulmonary Manifestations of Dengue Fever at a Tertiary Care Centre in Northern India: A Cross-sectional Study,2023,Journal of Clinical and Diagnostic Research
embase,37515249,10.3390/v15071563,2024746411,,,"Antiviral Activity of an Indole-Type Compound Derived from Natural Products, Identified by Virtual Screening by Interaction on Dengue Virus NS5 Protein",2023,Viruses
embase,37515097,10.3390/v15071408,2024746418,,,"Genomic Surveillance of Recent Dengue Outbreaks in Colombo, Sri Lanka",2023,Viruses
embase,37515188,10.3390/v15071501,2024746587,,,Investigating the Mechanism of Action of Anti-Dengue Compounds as Potential Binders of Zika Virus RNA-Dependent RNA Polymerase,2023,Viruses
embase,,10.53555/jptcp.v30i17.2976,2026323106,,,STUDY OF CORRELATION OF SEROLOGICAL MARKERS OF DENGUE VIRUS INFECTION WITH PLATELET COUNT AT A TERTIARY CARE HOSPITAL OF CENTRAL INDIA,2023,Journal of Population Therapeutics and Clinical Pharmacology
embase,,10.1016/j.jcvp.2023.100144,2022777424,,,Performance evaluation of a rapid dengue NS1 antigen lateral flow immunoassay test with reference to dengue NS1 antigen-capture ELISA,2023,Journal of Clinical Virology Plus
embase,,,2024389397,,,Dengue vigilance in COVID-19 pandemic,2023,Kuwait Medical Journal
embase,,10.3390/tropicalmed8050284,2023391128,,,"Detection of Anti-ZIKV NS1 IgA, IgM, and Combined IgA/IgM and Identification of IL-4 and IL-10 as Potential Biomarkers for Early ZIKV and DENV Infections in Hyperendemic Regions, Thailand",2023,Tropical Medicine and Infectious Disease
embase,37243188,10.3390/v15051102,2023466957,,,Identification of Key Residues in Dengue Virus NS1 Protein That Are Essential for Its Secretion,2023,Viruses
embase,37230157,10.1016/j.tmaid.2023.102589,2024723098,,,Heart failure after dengue infection– a population-based self-controlled case-series study,2023,Travel Medicine and Infectious Disease
embase,,10.1101/2023.04.27.23289241,2024974534,,,Zika Virus looming epidemic in Pakistan: seroprevalence findings by plaque reduction neutralization test in the Sindh Region of Pakistan,2023,medRxiv
embase,37129496,10.1128/jvi.01770-22,2025204118,,,Intracellular Vimentin Regulates the Formation of Classical Swine Fever Virus Replication Complex through Interaction with NS5A Protein,2023,Journal of Virology
embase,37075076,10.1371/journal.ppat.1011286,2024699262,,,CMPK2 restricts Zika virus replication by inhibiting viral translation,2023,PLoS Pathogens
embase,,,646802935,,,MONITORING LEVELS OF DENGUE VIRUS 1-4 NS1 IN ACUTE PRIMARY AND SECONDARY SAMPLES USING A NEW QUANTITATIVE NS1 CAPTURE ELISA,2023,American Journal of Tropical Medicine and Hygiene
embase,,,646803118,,,LAB EVALUATION AND DEPLOYMENT OF DENGUE NS1 AND IGM/IGG RAPID DIAGNOSTIC TESTS IN AN EPIDEMIC CONTEXT IN SENEGAL,2023,American Journal of Tropical Medicine and Hygiene
embase,,,647428142,,,LONGITUDINAL ASSESSMENT OF DENGUE NS1-SPECIFIC HUMORAL IMMUNE MEMORY IN HUMAN COHORTS FOLLOWING PRIMARY DENGUE INFECTION,2023,American Journal of Tropical Medicine and Hygiene
embase,36930690,10.1371/journal.ppat.1011241,2023678990,,,Negative regulation of type I interferon signaling by integrin-linked kinase permits dengue virus replication,2023,PLoS Pathogens
embase,,10.1007/s13337-023-00811-4,641182317,,,"Spectrum of adverse maternal, fetal and neonatal outcomes following Dengue infection during pregnancy in a tertiary care hospital of north India: Evidence suggestive of Perinatal transmission",2023,VirusDisease
embase,36826051,10.3390/cimb45020106,2021753637,,,Stability of Dengue 2 Nonstructural Glycoprotein 1 (NS1) Is Affected by the Nature of Basic Residue at Position NS1-324,2023,Current Issues in Molecular Biology
embase,,10.3390/ph16020263,2021778731,,,N-Butanol Extract of Glycyrrhizae Radix et Rhizoma Inhibits Dengue Virus through Targeting Envelope Protein,2023,Pharmaceuticals
embase,36851721,10.3390/v15020507,2021861803,,,"Co-Circulation of Dengue Virus Serotypes 1, 2, and 3 during the 2022 Dengue Outbreak in Nepal: A Cross-Sectional Study",2023,Viruses
embase,36649670,10.1016/j.phymed.2023.154650,2022220729,,,Quassinoids from Eurycoma longifolia with antiviral activities by inhibiting dengue virus replication,2023,Phytomedicine
embase,,10.4103/1995-7645.368021,2023376269,,,Seroprevalence of dengue virus among adults presenting with acute febrile illness at a tertiary care hospital in South India,2023,Asian Pacific Journal of Tropical Medicine
embase,,10.3390/v15010234,2021190207,,,Association between Anti-DENV IgM Serum Prevalence and CD11b Expression by Classical Monocytes in Obesity,2023,Viruses
embase,36463933,10.1016/j.jim.2022.113396,2021909349,,,A peptide derived from the N-terminal of NS2A for the preparation of ZIKV NS2A recognition polyclonal antibody,2023,Journal of Immunological Methods
embase,36968111,10.3389/fcimb.2023.1130749,2022167123,,,Replication in the presence of dengue convalescent serum impacts Zika virus neutralization sensitivity and fitness,2023,Frontiers in Cellular and Infection Microbiology
embase,,10.3389/fmicb.2023.1107496,2022366484,,,Structural and immunological basis of cross-reactivity between dengue and Zika infections: Implications in serosurveillance in endemic regions,2023,Frontiers in Microbiology
embase,,10.1155/2023/2635383,2022438917,,,Differential Infectivity of Human Neural Cell Lines by a Dengue Virus Serotype-3 Genotype-III with a Distinct Nonstructural Protein 2A (NS2A) Amino Acid Substitution Isolated from the Cerebrospinal Fluid of a Dengue Encephalitis Patient,2023,Canadian Journal of Infectious Diseases and Medical Microbiology
embase,37180434,10.3389/fcimb.2023.1132538,2023135448,,,Drug repurposing approach against chikungunya virus: an in vitro and in silico study,2023,Frontiers in Cellular and Infection Microbiology
embase,,,2023822475,,,A Comparative Study on NS1 Antigen Detection in Acute Dengue Infection by Rapid Diagnostic Test and Elisa in a Tertiary Care Hospital,2023,International Journal of Pharmaceutical and Clinical Research
embase,,,2024163259,,,The Aspartate Aminotransferase Platelet Count Ratio Index (APRI) as an Ideal Predictor of Dengue Severity,2023,International Journal of Life Sciences Biotechnology and Pharma Research
embase,,,2025290451,,,Correlation of Liver Function Test and Severity in Dengue Patients,2023,International Journal of Pharmaceutical and Clinical Research
embase,,,2025916676,,,Comparison of Rapid Immuno- Chromatographic Card Test with Elisa in Diagnosis of Dengue Fever at Tertiary Care Centre,2023,International Journal of Pharmaceutical and Clinical Research
embase,,,2026375260,,,A Study on Seroprevalence of Dengue Virus in a Tertiary Care Hospital in North Karnataka,2023,International Journal of Pharmaceutical and Clinical Research
embase,,,2026459390,,,A Study of Hematological Parameters in Dengue Positive Cases in a Tertiary Care Hospital,2023,International Journal of Pharmaceutical and Clinical Research
embase,37927064,10.1080/21505594.2023.2279355,2026731245,,,Lambda-free light chain: A serum marker of dengue disease via NS3 protease-mediated antibody cleavage,2023,Virulence
embase,,10.59218/makijtm.2023.3.69.71,2026932386,,,Co‐Infection of Dengue and Scrub Typhus with Concurrent Lower Urinary Tract Infection: A Complex Clinical Presentation,2023,International Journal of Tropical Medicine
embase,,10.48047/jcdr.2023.14.08.39,2027288688,,,Early detection of dengue by ELISA,2023,Journal of Cardiovascular Disease Research
embase,,10.48047/jcdr.2023.14.12.62,2029029107,,,EVALUATION OF LIVER ENZYMES IN CHILDREN WITH DENGUE INFECTIONS,2023,Journal of Cardiovascular Disease Research
embase,,10.48047/jcdr.2023.14.12.192,2029350881,,,CLINICO-SEROLOGICAL ASSESSMENT OF CASES OF DENGUE INFECTION,2023,Journal of Cardiovascular Disease Research
embase,,,2033183581,,,Comparitive Analysis of Ns1 Antigen and Igm Antibody by Elisa in Clinically Suspected Dengue Fever Cases in Tertiary Care Hospital,2023,European Journal of Cardiovascular Medicine
embase,,,2033550281,,,Laboratory profile in serologically proven dengue in children,2023,European Journal of Cardiovascular Medicine
embase,,,640064863,,,DEVELOPMENT of HIGHLY SPECIFIC CAPTURE IMMUNOASSAYS for the EARLY DETECTION of ZIKA VIRUS INFECTION,2023,Biocell
